TABLE_CAT,TABLE_SCHEM,TABLE_NAME,TABLE_TYPE
C0000052267P_1_KOR00000000,dbo,CFGFARepairTypeDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGFASec179Main,TABLE
C0000052267P_1_KOR00000000,dbo,CFGFeatureFlag,TABLE
C0000052267P_1_KOR00000000,dbo,CFGFeeEstCostGroupData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGFeeEstCostGroupDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGFeeEstFuncGroupData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGFeeEstFuncGroupDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGFonts,TABLE
C0000052267P_1_KOR00000000,dbo,CFGFormat,TABLE
C0000052267P_1_KOR00000000,dbo,CFGGridViewFields,TABLE
C0000052267P_1_KOR00000000,dbo,CFGHRJobs,TABLE
C0000052267P_1_KOR00000000,dbo,CFGHRRelationshipData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGHRRelationshipDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGHoliday,TABLE
C0000052267P_1_KOR00000000,dbo,CFGHolidayTypeData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGHolidayTypeDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGICBilling,TABLE
C0000052267P_1_KOR00000000,dbo,CFGICBillingOverrides,TABLE
C0000052267P_1_KOR00000000,dbo,CFGICBillingTerms,TABLE
C0000052267P_1_KOR00000000,dbo,CFGInitializationSetup,TABLE
C0000052267P_1_KOR00000000,dbo,CFGInitializationSetup_Backup,TABLE
C0000052267P_1_KOR00000000,dbo,CFGIntegrationCompany,TABLE
C0000052267P_1_KOR00000000,dbo,CFGIntegrationWS,TABLE
C0000052267P_1_KOR00000000,dbo,CFGIntegrationWSEmployeeTypes,TABLE
C0000052267P_1_KOR00000000,dbo,CFGIntegrationWS_Backup,TABLE
C0000052267P_1_KOR00000000,dbo,CFGInvApprover,TABLE
C0000052267P_1_KOR00000000,dbo,CFGInvCostAdjReasonData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGInvCostAdjReasonDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGInvLocations,TABLE
C0000052267P_1_KOR00000000,dbo,CFGInvMap,TABLE
C0000052267P_1_KOR00000000,dbo,CFGInvQtyAdjReasonData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGInvQtyAdjReasonDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGInventoryMain,TABLE
C0000052267P_1_KOR00000000,dbo,CFGInvoiceTemplateTableCodeData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGInvoiceTemplateTableCodeDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGJobChangeReasonData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGJobChangeReasonDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGJobLevelData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGJobLevelDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGLCCodesData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGLCCodesDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGLeadRatingData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGLeadRatingDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGLeadStatusData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGLeadStatusDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGLeadStatusReasonData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGLeadStatusReasonDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGLocale,TABLE
C0000052267P_1_KOR00000000,dbo,CFGMainData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGMainDataDefaultTaxCodes,TABLE
C0000052267P_1_KOR00000000,dbo,CFGMasterContractData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGMasterContractDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGMobileCRMSections,TABLE
C0000052267P_1_KOR00000000,dbo,CFGModuleConfiguration,TABLE
C0000052267P_1_KOR00000000,dbo,CFGNAICSData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGNAICSDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGNaturalKeys,TABLE
C0000052267P_1_KOR00000000,dbo,CFGNavCRMTabHeadings,TABLE
C0000052267P_1_KOR00000000,dbo,CFGNavCRMTabsData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGNonWorkingDay,TABLE
C0000052267P_1_KOR00000000,dbo,CFGOHAccounts,TABLE
C0000052267P_1_KOR00000000,dbo,CFGOHMain,TABLE
C0000052267P_1_KOR00000000,dbo,CFGOpportunityClosedReasonData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGOpportunityClosedReasonDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGOpportunitySourceData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGOpportunitySourceDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGOrgCodesData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGOrgCodesDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGOrgSetup,TABLE
C0000052267P_1_KOR00000000,dbo,CFGOrganizationStatusData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGOrganizationStatusDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGPOAccounts,TABLE
C0000052267P_1_KOR00000000,dbo,CFGPOBillTo,TABLE
C0000052267P_1_KOR00000000,dbo,CFGPOBuyer,TABLE
C0000052267P_1_KOR00000000,dbo,CFGPOCategoryData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGPOCategoryDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGPOClause,TABLE
C0000052267P_1_KOR00000000,dbo,CFGPOFOB,TABLE
C0000052267P_1_KOR00000000,dbo,CFGPOMain,TABLE
C0000052267P_1_KOR00000000,dbo,CFGPOQualityData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGPOQualityDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGPOReasonData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGPOReasonDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGPOShipTo,TABLE
C0000052267P_1_KOR00000000,dbo,CFGPOShipVia,TABLE
C0000052267P_1_KOR00000000,dbo,CFGPOStatusData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGPOStatusDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGPOUOMData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGPOUOMDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGPREstClause,TABLE
C0000052267P_1_KOR00000000,dbo,CFGPREstService,TABLE
C0000052267P_1_KOR00000000,dbo,CFGPREstServiceCompany,TABLE
C0000052267P_1_KOR00000000,dbo,CFGPRResponsibilityData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGPRResponsibilityDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGPRSelectedStages,TABLE
C0000052267P_1_KOR00000000,dbo,CFGPYAccrualsData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGPYAccrualsDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGPYContribution,TABLE
C0000052267P_1_KOR00000000,dbo,CFGPYContributionRate,TABLE
C0000052267P_1_KOR00000000,dbo,CFGPYContributionRateTable,TABLE
C0000052267P_1_KOR00000000,dbo,CFGPYContributionWage,TABLE
C0000052267P_1_KOR00000000,dbo,CFGPYFormQuarterly,TABLE
C0000052267P_1_KOR00000000,dbo,CFGPYFormW2,TABLE
C0000052267P_1_KOR00000000,dbo,CFGPYMain,TABLE
C0000052267P_1_KOR00000000,dbo,CFGPYWHCodes,TABLE
C0000052267P_1_KOR00000000,dbo,CFGPYWHCodesWage,TABLE
C0000052267P_1_KOR00000000,dbo,CFGPYWHMethodData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGPYWHMethodDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGPYWHTypeData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGPYWHTypeDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGPostControl,TABLE
C0000052267P_1_KOR00000000,dbo,CFGPostControlIntercompany,TABLE
C0000052267P_1_KOR00000000,dbo,CFGPrefixData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGPrefixDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGPrimarySpecialtyData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGPrimarySpecialtyDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGProbabilityData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGProbabilityDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGProjRevenueDefaults,TABLE
C0000052267P_1_KOR00000000,dbo,CFGProjRevenueTemplateDetail,TABLE
C0000052267P_1_KOR00000000,dbo,CFGProjRevenueTemplateMaster,TABLE
C0000052267P_1_KOR00000000,dbo,CFGProjectCodeData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGProjectCodeDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGProjectMilestoneData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGProjectMilestoneDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGProjectStageData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGProjectStageDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGProjectStatusData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGProjectStatusDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGProjectTemplateData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGProjectTemplateDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGProjectTypeData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGProjectTypeDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGProposalCategoryData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGProposalCategoryDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGProposalSourceData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGProposalSourceDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGProposalStatusData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGProposalStatusDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGProposalTypeData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGProposalTypeDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGQueryTimeout,TABLE
C0000052267P_1_KOR00000000,dbo,CFGQuickBooks,TABLE
C0000052267P_1_KOR00000000,dbo,CFGRGFormulas,TABLE
C0000052267P_1_KOR00000000,dbo,CFGRGMethodsData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGRGMethodsDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGRMSearchFields,TABLE
C0000052267P_1_KOR00000000,dbo,CFGRMSettings,TABLE
C0000052267P_1_KOR00000000,dbo,CFGRPGridColumns,TABLE
C0000052267P_1_KOR00000000,dbo,CFGRaceData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGRaceDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGRealizationAllocationAccounts,TABLE
C0000052267P_1_KOR00000000,dbo,CFGResourcePlanning,TABLE
C0000052267P_1_KOR00000000,dbo,CFGResumeCategoryData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGResumeCategoryDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGSOCCodeData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGSOCCodeDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGSalesforceMapping,TABLE
C0000052267P_1_KOR00000000,dbo,CFGScreenDesignerData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGScreenDesignerLabels,TABLE
C0000052267P_1_KOR00000000,dbo,CFGSecurity,TABLE
C0000052267P_1_KOR00000000,dbo,CFGServProCostGroup,TABLE
C0000052267P_1_KOR00000000,dbo,CFGServProFeeBands,TABLE
C0000052267P_1_KOR00000000,dbo,CFGServProFuncGroup,TABLE
C0000052267P_1_KOR00000000,dbo,CFGServProServPhaseData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGServProServPhaseDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGServiceProfileCompanyMapping,TABLE
C0000052267P_1_KOR00000000,dbo,CFGServiceProfileData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGServiceProfileDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGSetupStatus,TABLE
C0000052267P_1_KOR00000000,dbo,CFGStateID,TABLE
C0000052267P_1_KOR00000000,dbo,CFGStatesData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGStatesDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGSuffixData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGSuffixDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGSync,TABLE
C0000052267P_1_KOR00000000,dbo,CFGTKCategory,TABLE
C0000052267P_1_KOR00000000,dbo,CFGTKEmployeeGroup,TABLE
C0000052267P_1_KOR00000000,dbo,CFGTKMain,TABLE
C0000052267P_1_KOR00000000,dbo,CFGTalentIntegrationMapping,TABLE
C0000052267P_1_KOR00000000,dbo,CFGTaxCodeStatusData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGTaxCodeStatusDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGTaxCountryRegion,TABLE
C0000052267P_1_KOR00000000,dbo,CFGTimeAnalysis,TABLE
C0000052267P_1_KOR00000000,dbo,CFGTimeAnalysisHeadingsData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGTimeAnalysisHeadingsDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGTransApprover,TABLE
C0000052267P_1_KOR00000000,dbo,CFGTransAutoNumBank,TABLE
C0000052267P_1_KOR00000000,dbo,CFGTransAutoNumType,TABLE
C0000052267P_1_KOR00000000,dbo,CFGTransCustomFields,TABLE
C0000052267P_1_KOR00000000,dbo,CFGTransEmployee,TABLE
C0000052267P_1_KOR00000000,dbo,CFGTransStatusData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGTransStatusDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGUMConversion,TABLE
C0000052267P_1_KOR00000000,dbo,CFGUnitStatusData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGUnitStatusDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGUnitTableCodeData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGUnitTableCodeDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGUnitTypeData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGUnitTypeDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGUpgradeCheck,TABLE
C0000052267P_1_KOR00000000,dbo,CFGUserLabels,TABLE
C0000052267P_1_KOR00000000,dbo,CFGUserRequired,TABLE
C0000052267P_1_KOR00000000,dbo,CFGVendorRoleData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGVendorRoleDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGVendorTypeAPLiability,TABLE
C0000052267P_1_KOR00000000,dbo,CFGVendorTypeData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGVendorTypeDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGVeteranData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGVeteranDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGVisionSystem,TABLE
C0000052267P_1_KOR00000000,dbo,CFGWSSFolders,TABLE
C0000052267P_1_KOR00000000,dbo,CFGWSSLists,TABLE
C0000052267P_1_KOR00000000,dbo,CFGWSSSites,TABLE
C0000052267P_1_KOR00000000,dbo,CFGWebService,TABLE
C0000052267P_1_KOR00000000,dbo,CFGWorkersCompClassCodeData,TABLE
C0000052267P_1_KOR00000000,dbo,CFGWorkersCompClassCodeDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,CFGXCharge,TABLE
C0000052267P_1_KOR00000000,dbo,CLActivity,TABLE
C0000052267P_1_KOR00000000,dbo,CLAddress,TABLE
C0000052267P_1_KOR00000000,dbo,CLSubscr,TABLE
C0000052267P_1_KOR00000000,dbo,CMOCustomPackages,TABLE
C0000052267P_1_KOR00000000,dbo,CR,TABLE
C0000052267P_1_KOR00000000,dbo,CVDocuments,TABLE
C0000052267P_1_KOR00000000,dbo,CVDocumentsDetail,TABLE
C0000052267P_1_KOR00000000,dbo,ChangeDataCapture,TABLE
C0000052267P_1_KOR00000000,dbo,ClarityDashpart,TABLE
C0000052267P_1_KOR00000000,dbo,Clendor,TABLE
C0000052267P_1_KOR00000000,dbo,ClendorProjectAssoc,TABLE
C0000052267P_1_KOR00000000,dbo,ClendorProjectAssocTemplate,TABLE
C0000052267P_1_KOR00000000,dbo,ClientAlias,TABLE
C0000052267P_1_KOR00000000,dbo,ClientCustomTabFields,TABLE
C0000052267P_1_KOR00000000,dbo,ClientFileLinks,TABLE
C0000052267P_1_KOR00000000,dbo,ClientFromContacts,TABLE
C0000052267P_1_KOR00000000,dbo,ClientPhoto,TABLE
C0000052267P_1_KOR00000000,dbo,ClientToClientAssoc,TABLE
C0000052267P_1_KOR00000000,dbo,ClientsideSettings,TABLE
C0000052267P_1_KOR00000000,dbo,CompanyItem,TABLE
C0000052267P_1_KOR00000000,dbo,CompanyPOCategory,TABLE
C0000052267P_1_KOR00000000,dbo,CompressLog,TABLE
C0000052267P_1_KOR00000000,dbo,ConsolidationBudgets,TABLE
C0000052267P_1_KOR00000000,dbo,ConsolidationBudgetsDetail,TABLE
C0000052267P_1_KOR00000000,dbo,Consolidations,TABLE
C0000052267P_1_KOR00000000,dbo,ContactActivity,TABLE
C0000052267P_1_KOR00000000,dbo,ContactCustomTabFields,TABLE
C0000052267P_1_KOR00000000,dbo,ContactFileLinks,TABLE
C0000052267P_1_KOR00000000,dbo,ContactMoreInfo,TABLE
C0000052267P_1_KOR00000000,dbo,ContactPhoto,TABLE
C0000052267P_1_KOR00000000,dbo,ContactStatusData,TABLE
C0000052267P_1_KOR00000000,dbo,ContactStatusDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,ContactSubscr,TABLE
C0000052267P_1_KOR00000000,dbo,ContactToContactAssoc,TABLE
C0000052267P_1_KOR00000000,dbo,Contacts,TABLE
C0000052267P_1_KOR00000000,dbo,ContractCredit,TABLE
C0000052267P_1_KOR00000000,dbo,ContractCreditTemplate,TABLE
C0000052267P_1_KOR00000000,dbo,ContractDetails,TABLE
C0000052267P_1_KOR00000000,dbo,ContractDetailsTemplate,TABLE
C0000052267P_1_KOR00000000,dbo,Contracts,TABLE
C0000052267P_1_KOR00000000,dbo,ContractsTemplate,TABLE
C0000052267P_1_KOR00000000,dbo,CostCT,TABLE
C0000052267P_1_KOR00000000,dbo,CostCTCats,TABLE
C0000052267P_1_KOR00000000,dbo,CostCTEmpls,TABLE
C0000052267P_1_KOR00000000,dbo,CostLT,TABLE
C0000052267P_1_KOR00000000,dbo,CostLTCodes,TABLE
C0000052267P_1_KOR00000000,dbo,CostRT,TABLE
C0000052267P_1_KOR00000000,dbo,CostRTEmpls,TABLE
C0000052267P_1_KOR00000000,dbo,CreditCardImport,TABLE
C0000052267P_1_KOR00000000,dbo,CreditCardTransaction,TABLE
C0000052267P_1_KOR00000000,dbo,CustomColumnMappings,TABLE
C0000052267P_1_KOR00000000,dbo,CustomDashboard,TABLE
C0000052267P_1_KOR00000000,dbo,CustomDashboardTab,TABLE
C0000052267P_1_KOR00000000,dbo,CustomDashboardTabSecurity,TABLE
C0000052267P_1_KOR00000000,dbo,CustomDashpart,TABLE
C0000052267P_1_KOR00000000,dbo,CustomDashpartCache,TABLE
C0000052267P_1_KOR00000000,dbo,CustomDashpartCalculation,TABLE
C0000052267P_1_KOR00000000,dbo,CustomDashpartLayout,TABLE
C0000052267P_1_KOR00000000,dbo,CustomIntegration,TABLE
C0000052267P_1_KOR00000000,dbo,CustomIntegrationTask,TABLE
C0000052267P_1_KOR00000000,dbo,CustomIntegrationTaskAudit,TABLE
C0000052267P_1_KOR00000000,dbo,CustomProposal,TABLE
C0000052267P_1_KOR00000000,dbo,CustomProposalClient,TABLE
C0000052267P_1_KOR00000000,dbo,CustomProposalClientGraphics,TABLE
C0000052267P_1_KOR00000000,dbo,CustomProposalContact,TABLE
C0000052267P_1_KOR00000000,dbo,CustomProposalElements,TABLE
C0000052267P_1_KOR00000000,dbo,CustomProposalEmployee,TABLE
C0000052267P_1_KOR00000000,dbo,CustomProposalEmployeeGraphics,TABLE
C0000052267P_1_KOR00000000,dbo,CustomProposalFiles,TABLE
C0000052267P_1_KOR00000000,dbo,CustomProposalImages,TABLE
C0000052267P_1_KOR00000000,dbo,CustomProposalMktCampaign,TABLE
C0000052267P_1_KOR00000000,dbo,CustomProposalMktCampaignGraphics,TABLE
C0000052267P_1_KOR00000000,dbo,CustomProposalOrder,TABLE
C0000052267P_1_KOR00000000,dbo,CustomProposalPages,TABLE
C0000052267P_1_KOR00000000,dbo,CustomProposalProjTeam,TABLE
C0000052267P_1_KOR00000000,dbo,CustomProposalProject,TABLE
C0000052267P_1_KOR00000000,dbo,CustomProposalProjectGraphics,TABLE
C0000052267P_1_KOR00000000,dbo,CustomProposalSubscr,TABLE
C0000052267P_1_KOR00000000,dbo,CustomProposalTextLibGraphics,TABLE
C0000052267P_1_KOR00000000,dbo,CustomProposalTextLibrary,TABLE
C0000052267P_1_KOR00000000,dbo,CustomProposalVendor,TABLE
C0000052267P_1_KOR00000000,dbo,CustomProposalVendorGraphics,TABLE
C0000052267P_1_KOR00000000,dbo,CustomRepLookupData,TABLE
C0000052267P_1_KOR00000000,dbo,CustomRepOptCaptions,TABLE
C0000052267P_1_KOR00000000,dbo,CustomRepOptsData,TABLE
C0000052267P_1_KOR00000000,dbo,DLTK_COMMANDLOG,TABLE
C0000052267P_1_KOR00000000,dbo,DLTK_INDEXFF,TABLE
C0000052267P_1_KOR00000000,dbo,DLTK_NCINDEXES,TABLE
C0000052267P_1_KOR00000000,dbo,DashLayoutPart,TABLE
C0000052267P_1_KOR00000000,dbo,DashLayoutUser,TABLE
C0000052267P_1_KOR00000000,dbo,DashPartsData,TABLE
C0000052267P_1_KOR00000000,dbo,DashPartsDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,DashboardLookupOptions,TABLE
C0000052267P_1_KOR00000000,dbo,DashboardURLParts,TABLE
C0000052267P_1_KOR00000000,dbo,DashboardUser,TABLE
C0000052267P_1_KOR00000000,dbo,DataSource,TABLE
C0000052267P_1_KOR00000000,dbo,DataSourceExport,TABLE
C0000052267P_1_KOR00000000,dbo,DataSourceExportAudit,TABLE
C0000052267P_1_KOR00000000,dbo,DataSourceTarget,TABLE
C0000052267P_1_KOR00000000,dbo,Days,TABLE
C0000052267P_1_KOR00000000,dbo,DocumentTemplateSecurity,TABLE
C0000052267P_1_KOR00000000,dbo,DocumentsCL,TABLE
C0000052267P_1_KOR00000000,dbo,DocumentsContacts,TABLE
C0000052267P_1_KOR00000000,dbo,DocumentsEM,TABLE
C0000052267P_1_KOR00000000,dbo,DocumentsMktCampaign,TABLE
C0000052267P_1_KOR00000000,dbo,DocumentsPR,TABLE
C0000052267P_1_KOR00000000,dbo,DocumentsTextLibrary,TABLE
C0000052267P_1_KOR00000000,dbo,DocumentsVE,TABLE
C0000052267P_1_KOR00000000,dbo,EB,TABLE
C0000052267P_1_KOR00000000,dbo,EKDocuments,TABLE
C0000052267P_1_KOR00000000,dbo,EKDocumentsDetail,TABLE
C0000052267P_1_KOR00000000,dbo,EMAccrual,TABLE
C0000052267P_1_KOR00000000,dbo,EMAccrualDetail,TABLE
C0000052267P_1_KOR00000000,dbo,EMActivity,TABLE
C0000052267P_1_KOR00000000,dbo,EMActivityOccurrence,TABLE
