TABLE_CAT,TABLE_SCHEM,TABLE_NAME,TABLE_TYPE
C0000052267P_1_KOR00000000,dbo,QBOAccount,TABLE
C0000052267P_1_KOR00000000,dbo,QBODefaultAccountMapping,TABLE
C0000052267P_1_KOR00000000,dbo,QBOTaxCode,TABLE
C0000052267P_1_KOR00000000,dbo,QBOTaxCodePurchaseTaxRate,TABLE
C0000052267P_1_KOR00000000,dbo,QBOTaxCodeSalesTaxRate,TABLE
C0000052267P_1_KOR00000000,dbo,QBOTransRef,TABLE
C0000052267P_1_KOR00000000,dbo,Quantities,TABLE
C0000052267P_1_KOR00000000,dbo,RPAccordionFormat,TABLE
C0000052267P_1_KOR00000000,dbo,RPAssignment,TABLE
C0000052267P_1_KOR00000000,dbo,RPBaselineConsultant,TABLE
C0000052267P_1_KOR00000000,dbo,RPBaselineExpenses,TABLE
C0000052267P_1_KOR00000000,dbo,RPBaselineLabor,TABLE
C0000052267P_1_KOR00000000,dbo,RPBaselineRevenue,TABLE
C0000052267P_1_KOR00000000,dbo,RPBaselineRevenueLabor,TABLE
C0000052267P_1_KOR00000000,dbo,RPBaselineUnit,TABLE
C0000052267P_1_KOR00000000,dbo,RPCalendarInterval,TABLE
C0000052267P_1_KOR00000000,dbo,RPCompensationFee,TABLE
C0000052267P_1_KOR00000000,dbo,RPConsultant,TABLE
C0000052267P_1_KOR00000000,dbo,RPConsultantFee,TABLE
C0000052267P_1_KOR00000000,dbo,RPDependency,TABLE
C0000052267P_1_KOR00000000,dbo,RPEVT,TABLE
C0000052267P_1_KOR00000000,dbo,RPExpense,TABLE
C0000052267P_1_KOR00000000,dbo,RPGrd,TABLE
C0000052267P_1_KOR00000000,dbo,RPGrdCol,TABLE
C0000052267P_1_KOR00000000,dbo,RPGrdRow,TABLE
C0000052267P_1_KOR00000000,dbo,RPGridCell,TABLE
C0000052267P_1_KOR00000000,dbo,RPGridCfg,TABLE
C0000052267P_1_KOR00000000,dbo,RPJTDConsultant,TABLE
C0000052267P_1_KOR00000000,dbo,RPJTDExpenses,TABLE
C0000052267P_1_KOR00000000,dbo,RPJTDLabor,TABLE
C0000052267P_1_KOR00000000,dbo,RPJTDUnit,TABLE
C0000052267P_1_KOR00000000,dbo,RPLKCalendarInterval,TABLE
C0000052267P_1_KOR00000000,dbo,RPPlan,TABLE
C0000052267P_1_KOR00000000,dbo,RPPlanSubscr,TABLE
C0000052267P_1_KOR00000000,dbo,RPPlannedConsultant,TABLE
C0000052267P_1_KOR00000000,dbo,RPPlannedExpenses,TABLE
C0000052267P_1_KOR00000000,dbo,RPPlannedLabor,TABLE
C0000052267P_1_KOR00000000,dbo,RPPlannedRevenueLabor,TABLE
C0000052267P_1_KOR00000000,dbo,RPPlannedUnit,TABLE
C0000052267P_1_KOR00000000,dbo,RPReimbAllowance,TABLE
C0000052267P_1_KOR00000000,dbo,RPSubAssignment,TABLE
C0000052267P_1_KOR00000000,dbo,RPTask,TABLE
C0000052267P_1_KOR00000000,dbo,RPTopDown,TABLE
C0000052267P_1_KOR00000000,dbo,RPTopDownGR,TABLE
C0000052267P_1_KOR00000000,dbo,RPUnit,TABLE
C0000052267P_1_KOR00000000,dbo,RPWBSLevelFormat,TABLE
C0000052267P_1_KOR00000000,dbo,ReceiveDetail,TABLE
C0000052267P_1_KOR00000000,dbo,ReceiveDocuments,TABLE
C0000052267P_1_KOR00000000,dbo,ReceiveDocumentsDetail,TABLE
C0000052267P_1_KOR00000000,dbo,ReceiveMaster,TABLE
C0000052267P_1_KOR00000000,dbo,RecurrActivity,TABLE
C0000052267P_1_KOR00000000,dbo,RecurrActivityException,TABLE
C0000052267P_1_KOR00000000,dbo,ReportEmpty,TABLE
C0000052267P_1_KOR00000000,dbo,ReportPresentationCurrency,TABLE
C0000052267P_1_KOR00000000,dbo,ReportStatistics,TABLE
C0000052267P_1_KOR00000000,dbo,ReportSubscr,TABLE
C0000052267P_1_KOR00000000,dbo,ReportWBSList,TABLE
C0000052267P_1_KOR00000000,dbo,ResumeByQueryDefaultFormatSetting,TABLE
C0000052267P_1_KOR00000000,dbo,ResumeByQueryFormatting,TABLE
C0000052267P_1_KOR00000000,dbo,RevenueGroup,TABLE
C0000052267P_1_KOR00000000,dbo,RevenueGroupSubs,TABLE
C0000052267P_1_KOR00000000,dbo,RoleSummary_col65d35bf617de4d28bfee20119cd42acd,TABLE
C0000052267P_1_KOR00000000,dbo,RoleSummary_group65d35bf617de4d28bfee20119cd42acd,TABLE
C0000052267P_1_KOR00000000,dbo,SE,TABLE
C0000052267P_1_KOR00000000,dbo,SEApprovalWorkflow,TABLE
C0000052267P_1_KOR00000000,dbo,SECalendar,TABLE
C0000052267P_1_KOR00000000,dbo,SECompany,TABLE
C0000052267P_1_KOR00000000,dbo,SECustomDashparts,TABLE
C0000052267P_1_KOR00000000,dbo,SEDashParts,TABLE
C0000052267P_1_KOR00000000,dbo,SEDashpartBase,TABLE
C0000052267P_1_KOR00000000,dbo,SEDashpartBaseColumns,TABLE
C0000052267P_1_KOR00000000,dbo,SEDataPack,TABLE
C0000052267P_1_KOR00000000,dbo,SEDataSource,TABLE
C0000052267P_1_KOR00000000,dbo,SEEmailTemplates,TABLE
C0000052267P_1_KOR00000000,dbo,SEFavorite,TABLE
C0000052267P_1_KOR00000000,dbo,SEField,TABLE
C0000052267P_1_KOR00000000,dbo,SEInfoCenter,TABLE
C0000052267P_1_KOR00000000,dbo,SELookupFields,TABLE
C0000052267P_1_KOR00000000,dbo,SEMergeTemplate,TABLE
C0000052267P_1_KOR00000000,dbo,SEMergeTemplateDocuments,TABLE
C0000052267P_1_KOR00000000,dbo,SEMobileAppFields,TABLE
C0000052267P_1_KOR00000000,dbo,SENavTree,TABLE
C0000052267P_1_KOR00000000,dbo,SENonce,TABLE
C0000052267P_1_KOR00000000,dbo,SEPrinters,TABLE
C0000052267P_1_KOR00000000,dbo,SEReport,TABLE
C0000052267P_1_KOR00000000,dbo,SEReportColumns,TABLE
C0000052267P_1_KOR00000000,dbo,SEReportGroups,TABLE
C0000052267P_1_KOR00000000,dbo,SEReportOptions,TABLE
C0000052267P_1_KOR00000000,dbo,SESearches,TABLE
C0000052267P_1_KOR00000000,dbo,SESystemDashParts,TABLE
C0000052267P_1_KOR00000000,dbo,SETab,TABLE
C0000052267P_1_KOR00000000,dbo,SETransTypes,TABLE
C0000052267P_1_KOR00000000,dbo,SEURLDashParts,TABLE
C0000052267P_1_KOR00000000,dbo,SEUser,TABLE
C0000052267P_1_KOR00000000,dbo,SEUserMyFavs,TABLE
C0000052267P_1_KOR00000000,dbo,SEUserMyLinks,TABLE
C0000052267P_1_KOR00000000,dbo,SEUserPasswordHistory,TABLE
C0000052267P_1_KOR00000000,dbo,SEUserRefreshToken,TABLE
C0000052267P_1_KOR00000000,dbo,SF254,TABLE
C0000052267P_1_KOR00000000,dbo,SF254Disciplines,TABLE
C0000052267P_1_KOR00000000,dbo,SF254FeeSummary,TABLE
C0000052267P_1_KOR00000000,dbo,SF254FirmProfile,TABLE
C0000052267P_1_KOR00000000,dbo,SF254LocationsCount,TABLE
C0000052267P_1_KOR00000000,dbo,SF254Projects,TABLE
C0000052267P_1_KOR00000000,dbo,SF254Subscr,TABLE
C0000052267P_1_KOR00000000,dbo,SF254Template,TABLE
C0000052267P_1_KOR00000000,dbo,SF254TemplateFiles,TABLE
C0000052267P_1_KOR00000000,dbo,SF255,TABLE
C0000052267P_1_KOR00000000,dbo,SF255Consultant,TABLE
C0000052267P_1_KOR00000000,dbo,SF255Disciplines,TABLE
C0000052267P_1_KOR00000000,dbo,SF255EmployeeGraphics,TABLE
C0000052267P_1_KOR00000000,dbo,SF255Employees,TABLE
C0000052267P_1_KOR00000000,dbo,SF255LocationsCount,TABLE
C0000052267P_1_KOR00000000,dbo,SF255ProjectGraphics,TABLE
C0000052267P_1_KOR00000000,dbo,SF255Projects,TABLE
C0000052267P_1_KOR00000000,dbo,SF255Subscr,TABLE
C0000052267P_1_KOR00000000,dbo,SF255Template,TABLE
C0000052267P_1_KOR00000000,dbo,SF255TemplateFiles,TABLE
C0000052267P_1_KOR00000000,dbo,SF330,TABLE
C0000052267P_1_KOR00000000,dbo,SF330FirmEmployeeDiscipline,TABLE
C0000052267P_1_KOR00000000,dbo,SF330FirmProfile,TABLE
C0000052267P_1_KOR00000000,dbo,SF330FirmsPart2,TABLE
C0000052267P_1_KOR00000000,dbo,SF330Personnel,TABLE
C0000052267P_1_KOR00000000,dbo,SF330PersonnelMatrix,TABLE
C0000052267P_1_KOR00000000,dbo,SF330PersonnelProjectMatrix,TABLE
C0000052267P_1_KOR00000000,dbo,SF330PersonnelProjects,TABLE
C0000052267P_1_KOR00000000,dbo,SF330Preferences,TABLE
C0000052267P_1_KOR00000000,dbo,SF330ProjectFirms,TABLE
C0000052267P_1_KOR00000000,dbo,SF330ProjectGraphics,TABLE
C0000052267P_1_KOR00000000,dbo,SF330Projects,TABLE
C0000052267P_1_KOR00000000,dbo,SF330ProposedFirms,TABLE
C0000052267P_1_KOR00000000,dbo,SF330Subscr,TABLE
C0000052267P_1_KOR00000000,dbo,SF330Template,TABLE
C0000052267P_1_KOR00000000,dbo,SF330TemplateFiles,TABLE
C0000052267P_1_KOR00000000,dbo,SPMessages,TABLE
C0000052267P_1_KOR00000000,dbo,S_INTFC_ELEM_MSTR,TABLE
C0000052267P_1_KOR00000000,dbo,S_INTFC_ERRORS,TABLE
C0000052267P_1_KOR00000000,dbo,S_INTFC_MSTR,TABLE
C0000052267P_1_KOR00000000,dbo,S_OBJECT_MSTR,TABLE
C0000052267P_1_KOR00000000,dbo,SavedInvoices,TABLE
C0000052267P_1_KOR00000000,dbo,SavedOptionsDetail,TABLE
C0000052267P_1_KOR00000000,dbo,SavedReportsMain,TABLE
C0000052267P_1_KOR00000000,dbo,SavedSelectionsMain,TABLE
C0000052267P_1_KOR00000000,dbo,SyncActivityLog,TABLE
C0000052267P_1_KOR00000000,dbo,SyncLog,TABLE
C0000052267P_1_KOR00000000,dbo,TLSyncFields,TABLE
C0000052267P_1_KOR00000000,dbo,TSAssist,TABLE
C0000052267P_1_KOR00000000,dbo,TaxLocaleData,TABLE
C0000052267P_1_KOR00000000,dbo,TaxLocaleDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,TaxReporting,TABLE
C0000052267P_1_KOR00000000,dbo,TextLibFileLinks,TABLE
C0000052267P_1_KOR00000000,dbo,TextLibrary,TABLE
C0000052267P_1_KOR00000000,dbo,TextLibraryCustomTabFields,TABLE
C0000052267P_1_KOR00000000,dbo,TransactionUDFData,TABLE
C0000052267P_1_KOR00000000,dbo,TransactionUDFLabels,TABLE
C0000052267P_1_KOR00000000,dbo,UDICSubscr,TABLE
C0000052267P_1_KOR00000000,dbo,UKVATTaxReport,TABLE
C0000052267P_1_KOR00000000,dbo,UNDocuments,TABLE
C0000052267P_1_KOR00000000,dbo,UNDocumentsDetail,TABLE
C0000052267P_1_KOR00000000,dbo,UNTable,TABLE
C0000052267P_1_KOR00000000,dbo,UNUnit,TABLE
C0000052267P_1_KOR00000000,dbo,UPDocuments,TABLE
C0000052267P_1_KOR00000000,dbo,UPDocumentsDetail,TABLE
C0000052267P_1_KOR00000000,dbo,UnitCustomTabFields,TABLE
C0000052267P_1_KOR00000000,dbo,UserActivity,TABLE
C0000052267P_1_KOR00000000,dbo,UserPlanSelections,TABLE
C0000052267P_1_KOR00000000,dbo,VEAccounting,TABLE
C0000052267P_1_KOR00000000,dbo,VEEFTDetail,TABLE
C0000052267P_1_KOR00000000,dbo,VESubscr,TABLE
C0000052267P_1_KOR00000000,dbo,VO,TABLE
C0000052267P_1_KOR00000000,dbo,VendorItem,TABLE
C0000052267P_1_KOR00000000,dbo,VisionAppServers,TABLE
C0000052267P_1_KOR00000000,dbo,VisionDoNotMerge,TABLE
C0000052267P_1_KOR00000000,dbo,VisionImportBillingTerm_20180705_BillingTerms,TABLE
C0000052267P_1_KOR00000000,dbo,VisionImportBillingTerm_BillingTerms,TABLE
C0000052267P_1_KOR00000000,dbo,VisionImportContacts_Contacts,TABLE
C0000052267P_1_KOR00000000,dbo,VisionImportContacts_ImportContacts,TABLE
C0000052267P_1_KOR00000000,dbo,VisionImportDEAPDisbursement_MonthlyChambersGroupPlan,TABLE
C0000052267P_1_KOR00000000,dbo,VisionImportDEUnit_ArgosTest,TABLE
C0000052267P_1_KOR00000000,dbo,VisionImportDEUnit_InspectionsApr2024,TABLE
C0000052267P_1_KOR00000000,dbo,VisionImportDEUnit_InspectionsJan2023,TABLE
C0000052267P_1_KOR00000000,dbo,VisionImportDEUnit_InspectionsJan2023INSPTRACK,TABLE
C0000052267P_1_KOR00000000,dbo,VisionImportDEUnit_InspectionsJanuary2025,TABLE
C0000052267P_1_KOR00000000,dbo,VisionImportDEUnit_InspectionsJuly2024,TABLE
C0000052267P_1_KOR00000000,dbo,VisionImportDEUnit_InspectionsJun2024,TABLE
C0000052267P_1_KOR00000000,dbo,VisionImportDEUnit_InspectionsMAY2024,TABLE
C0000052267P_1_KOR00000000,dbo,VisionImportEM_ImportEmployees,TABLE
C0000052267P_1_KOR00000000,dbo,VisionImportPR_ImportProjects,TABLE
C0000052267P_1_KOR00000000,dbo,VisionImportPR_MissingDormantProjects,TABLE
C0000052267P_1_KOR00000000,dbo,VisionImportPR_ProjectDatabase,TABLE
C0000052267P_1_KOR00000000,dbo,VisionImportProjectExpense_3089101,TABLE
C0000052267P_1_KOR00000000,dbo,VisionImportProjectExpense_TEXTEXP,TABLE
C0000052267P_1_KOR00000000,dbo,VisionImportVE_ImportVendors,TABLE
C0000052267P_1_KOR00000000,dbo,VisionMergeLog,TABLE
C0000052267P_1_KOR00000000,dbo,VisionPostSeq,TABLE
C0000052267P_1_KOR00000000,dbo,VisionSystemAnalysisLog,TABLE
C0000052267P_1_KOR00000000,dbo,WorkflowActionColumnUpdate,TABLE
C0000052267P_1_KOR00000000,dbo,WorkflowActionCreateItem,TABLE
C0000052267P_1_KOR00000000,dbo,WorkflowActionDashboard,TABLE
C0000052267P_1_KOR00000000,dbo,WorkflowActionEmails,TABLE
C0000052267P_1_KOR00000000,dbo,WorkflowActionLanguages,TABLE
C0000052267P_1_KOR00000000,dbo,WorkflowActionMethod,TABLE
C0000052267P_1_KOR00000000,dbo,WorkflowActionMethodArgs,TABLE
C0000052267P_1_KOR00000000,dbo,WorkflowActionSproc,TABLE
C0000052267P_1_KOR00000000,dbo,WorkflowActionSprocArgs,TABLE
C0000052267P_1_KOR00000000,dbo,WorkflowActionWebService,TABLE
C0000052267P_1_KOR00000000,dbo,WorkflowActionWebServiceArgs,TABLE
C0000052267P_1_KOR00000000,dbo,WorkflowActionWebhook,TABLE
C0000052267P_1_KOR00000000,dbo,WorkflowActionWebhookArgs,TABLE
C0000052267P_1_KOR00000000,dbo,WorkflowActions,TABLE
C0000052267P_1_KOR00000000,dbo,WorkflowActivity,TABLE
C0000052267P_1_KOR00000000,dbo,WorkflowActivityCustomTabFields,TABLE
C0000052267P_1_KOR00000000,dbo,WorkflowCLActivity,TABLE
C0000052267P_1_KOR00000000,dbo,WorkflowColumnCache,TABLE
C0000052267P_1_KOR00000000,dbo,WorkflowColumns,TABLE
C0000052267P_1_KOR00000000,dbo,WorkflowConditions,TABLE
C0000052267P_1_KOR00000000,dbo,WorkflowContactActivity,TABLE
C0000052267P_1_KOR00000000,dbo,WorkflowEMActivity,TABLE
C0000052267P_1_KOR00000000,dbo,WorkflowEvents,TABLE
C0000052267P_1_KOR00000000,dbo,WorkflowLog,TABLE
C0000052267P_1_KOR00000000,dbo,XChargeWk,TABLE
C0000052267P_1_KOR00000000,dbo,X_ELEM_INSTANCE,TABLE
C0000052267P_1_KOR00000000,dbo,X_INTFC_ELEM_INST,TABLE
C0000052267P_1_KOR00000000,dbo,X_INTFC_INSTANCE,TABLE
C0000052267P_1_KOR00000000,dbo,X_OBJ_INSTANCE,TABLE
C0000052267P_1_KOR00000000,dbo,X_OBJ_SUPP,TABLE
C0000052267P_1_KOR00000000,dbo,apControl,TABLE
C0000052267P_1_KOR00000000,dbo,apControlDefaultTaxCodes,TABLE
C0000052267P_1_KOR00000000,dbo,apDetail,TABLE
C0000052267P_1_KOR00000000,dbo,apDetailCustomFields,TABLE
C0000052267P_1_KOR00000000,dbo,apDetailTax,TABLE
C0000052267P_1_KOR00000000,dbo,apMaster,TABLE
C0000052267P_1_KOR00000000,dbo,apppChecks,TABLE
C0000052267P_1_KOR00000000,dbo,apppChecksE,TABLE
C0000052267P_1_KOR00000000,dbo,apppChecksTax,TABLE
C0000052267P_1_KOR00000000,dbo,apppChecksW,TABLE
C0000052267P_1_KOR00000000,dbo,billARDetail,TABLE
C0000052267P_1_KOR00000000,dbo,billAddDetail,TABLE
C0000052267P_1_KOR00000000,dbo,billBTDDetail,TABLE
C0000052267P_1_KOR00000000,dbo,billConDetail,TABLE
C0000052267P_1_KOR00000000,dbo,billConTax,TABLE
C0000052267P_1_KOR00000000,dbo,billExpDetail,TABLE
C0000052267P_1_KOR00000000,dbo,billExpTax,TABLE
C0000052267P_1_KOR00000000,dbo,billExpWriteOffDelete,TABLE
C0000052267P_1_KOR00000000,dbo,billFeeAllocation,TABLE
C0000052267P_1_KOR00000000,dbo,billFeeDetail,TABLE
C0000052267P_1_KOR00000000,dbo,billINDetail,TABLE
C0000052267P_1_KOR00000000,dbo,billINMaster,TABLE
C0000052267P_1_KOR00000000,dbo,billIntDetail,TABLE
C0000052267P_1_KOR00000000,dbo,billInvMaster,TABLE
C0000052267P_1_KOR00000000,dbo,billInvSums,TABLE
C0000052267P_1_KOR00000000,dbo,billLabDetail,TABLE
C0000052267P_1_KOR00000000,dbo,billLabTax,TABLE
C0000052267P_1_KOR00000000,dbo,billLabWriteOffDelete,TABLE
C0000052267P_1_KOR00000000,dbo,billLimDetail,TABLE
C0000052267P_1_KOR00000000,dbo,billPreInvoice,TABLE
C0000052267P_1_KOR00000000,dbo,billPriorInvoices,TABLE
C0000052267P_1_KOR00000000,dbo,billRetDetail,TABLE
C0000052267P_1_KOR00000000,dbo,billTaxDetail,TABLE
C0000052267P_1_KOR00000000,dbo,billTaxSection,TABLE
C0000052267P_1_KOR00000000,dbo,billUnitDetail,TABLE
C0000052267P_1_KOR00000000,dbo,billUnitTax,TABLE
C0000052267P_1_KOR00000000,dbo,billUnitWriteOffDelete,TABLE
C0000052267P_1_KOR00000000,dbo,cdControl,TABLE
C0000052267P_1_KOR00000000,dbo,cdControlDefaultTaxCodes,TABLE
C0000052267P_1_KOR00000000,dbo,cdDetail,TABLE
C0000052267P_1_KOR00000000,dbo,cdDetailCustomFields,TABLE
C0000052267P_1_KOR00000000,dbo,cdDetailTax,TABLE
C0000052267P_1_KOR00000000,dbo,cdMaster,TABLE
C0000052267P_1_KOR00000000,dbo,crControl,TABLE
C0000052267P_1_KOR00000000,dbo,crDetail,TABLE
C0000052267P_1_KOR00000000,dbo,crDetailCustomFields,TABLE
C0000052267P_1_KOR00000000,dbo,crMaster,TABLE
C0000052267P_1_KOR00000000,dbo,cvControl,TABLE
C0000052267P_1_KOR00000000,dbo,cvControlDefaultTaxCodes,TABLE
C0000052267P_1_KOR00000000,dbo,cvDetail,TABLE
C0000052267P_1_KOR00000000,dbo,cvDetailCustomFields,TABLE
C0000052267P_1_KOR00000000,dbo,cvDetailTax,TABLE
C0000052267P_1_KOR00000000,dbo,cvMaster,TABLE
C0000052267P_1_KOR00000000,dbo,ekDetail,TABLE
C0000052267P_1_KOR00000000,dbo,ekDetailCCTransactionAssoc,TABLE
C0000052267P_1_KOR00000000,dbo,ekDetailTax,TABLE
C0000052267P_1_KOR00000000,dbo,ekMaster,TABLE
C0000052267P_1_KOR00000000,dbo,erControl,TABLE
C0000052267P_1_KOR00000000,dbo,erDetail,TABLE
C0000052267P_1_KOR00000000,dbo,erDetailCustomFields,TABLE
C0000052267P_1_KOR00000000,dbo,erMaster,TABLE
C0000052267P_1_KOR00000000,dbo,exChecks,TABLE
C0000052267P_1_KOR00000000,dbo,exChecksB,TABLE
C0000052267P_1_KOR00000000,dbo,exChecksE,TABLE
C0000052267P_1_KOR00000000,dbo,exChecksTax,TABLE
C0000052267P_1_KOR00000000,dbo,exControl,TABLE
C0000052267P_1_KOR00000000,dbo,exControlDefaultTaxCodes,TABLE
C0000052267P_1_KOR00000000,dbo,exDetail,TABLE
C0000052267P_1_KOR00000000,dbo,exDetailCustomFields,TABLE
C0000052267P_1_KOR00000000,dbo,exDetailTax,TABLE
C0000052267P_1_KOR00000000,dbo,exMaster,TABLE
C0000052267P_1_KOR00000000,dbo,inControl,TABLE
C0000052267P_1_KOR00000000,dbo,inDetail,TABLE
C0000052267P_1_KOR00000000,dbo,inDetailCustomFields,TABLE
C0000052267P_1_KOR00000000,dbo,inMaster,TABLE
C0000052267P_1_KOR00000000,dbo,inTaxSection,TABLE
C0000052267P_1_KOR00000000,dbo,jeControl,TABLE
C0000052267P_1_KOR00000000,dbo,jeControlRecurFrequency,TABLE
C0000052267P_1_KOR00000000,dbo,jeDetail,TABLE
C0000052267P_1_KOR00000000,dbo,jeDetailCustomFields,TABLE
C0000052267P_1_KOR00000000,dbo,jeDetailTax,TABLE
C0000052267P_1_KOR00000000,dbo,jeMaster,TABLE
C0000052267P_1_KOR00000000,dbo,laControl,TABLE
C0000052267P_1_KOR00000000,dbo,laDetail,TABLE
C0000052267P_1_KOR00000000,dbo,laDetailCustomFields,TABLE
C0000052267P_1_KOR00000000,dbo,laMaster,TABLE
C0000052267P_1_KOR00000000,dbo,miControl,TABLE
C0000052267P_1_KOR00000000,dbo,miDetail,TABLE
C0000052267P_1_KOR00000000,dbo,miDetailCustomFields,TABLE
C0000052267P_1_KOR00000000,dbo,miMaster,TABLE
C0000052267P_1_KOR00000000,dbo,prControl,TABLE
C0000052267P_1_KOR00000000,dbo,prDetail,TABLE
C0000052267P_1_KOR00000000,dbo,prDetailCustomFields,TABLE
C0000052267P_1_KOR00000000,dbo,prMaster,TABLE
C0000052267P_1_KOR00000000,dbo,savedVisualizations,TABLE
C0000052267P_1_KOR00000000,dbo,tkBillingXferReasons,TABLE
C0000052267P_1_KOR00000000,dbo,tkBreakTime,TABLE
C0000052267P_1_KOR00000000,dbo,tkComments,TABLE
C0000052267P_1_KOR00000000,dbo,tkControl,TABLE
C0000052267P_1_KOR00000000,dbo,tkCustomFields,TABLE
C0000052267P_1_KOR00000000,dbo,tkDetail,TABLE
C0000052267P_1_KOR00000000,dbo,tkLogging,TABLE
C0000052267P_1_KOR00000000,dbo,tkMaster,TABLE
C0000052267P_1_KOR00000000,dbo,tkRevExplanations,TABLE
C0000052267P_1_KOR00000000,dbo,tkRevisionDetail,TABLE
C0000052267P_1_KOR00000000,dbo,tkRevisionMaster,TABLE
C0000052267P_1_KOR00000000,dbo,tkUnitDetail,TABLE
C0000052267P_1_KOR00000000,dbo,tsControl,TABLE
C0000052267P_1_KOR00000000,dbo,tsDetail,TABLE
C0000052267P_1_KOR00000000,dbo,tsDetailCustomFields,TABLE
C0000052267P_1_KOR00000000,dbo,tsMaster,TABLE
C0000052267P_1_KOR00000000,dbo,unControl,TABLE
C0000052267P_1_KOR00000000,dbo,unDetail,TABLE
C0000052267P_1_KOR00000000,dbo,unDetailCustomFields,TABLE
C0000052267P_1_KOR00000000,dbo,unMaster,TABLE
C0000052267P_1_KOR00000000,dbo,upControl,TABLE
C0000052267P_1_KOR00000000,dbo,upDetail,TABLE
C0000052267P_1_KOR00000000,dbo,upDetailCustomFields,TABLE
C0000052267P_1_KOR00000000,dbo,upMaster,TABLE
C0000052267P_1_KOR00000000,dbo,visualizationSavedSettings,TABLE
C0000052267P_1_KOR00000000,dbo,wkRPC_03ED67F0D6A04A28B6C2852031BA2F2E,TABLE
C0000052267P_1_KOR00000000,dbo,wkRPC_2B4862DC14FC4ADAB912A651235C9EE4,TABLE
C0000052267P_1_KOR00000000,dbo,wkRPC_5625364C90474878A4DA9E8B208B2CFF,TABLE
C0000052267P_1_KOR00000000,dbo,wkRPC_AB89D6EA19AA47CA81FF20A1335F3446,TABLE
C0000052267P_1_KOR00000000,sys,trace_xe_action_map,TABLE
C0000052267P_1_KOR00000000,sys,trace_xe_event_map,TABLE
